Date/Time Opened,Date/Time Closed,Case Last Modified Date,Status,Survey Request DateTime,Date site was turned over from BD to Ops,Resurvey Request Date,Actual Survey Date,On-site consultation actual date,Survey Uploaded DateTime,Survey Review outcome,Portal Review Date,Install Guide Creation Date,IG: Latest IG revision date,Hub Approval Sent Date,Approval: Form Sent Date,Approval: Received Date,Approval: Rejection Date,Date Trouble Ticket Created,Promised Date,Asset Load date,Failed Install Date,Gen 3 Approval Date,Installation Date,Provisioned Date,Activation Date,Removal Date,Scheduled Decommission date/time,Case Hold Date,Case Off Hold Date,CaseHold,Country Code,Site Survey Vendor/Supplier,Installation Vendor/Supplier,LayoutArrangement,Account Record Type,Case Record Type,#,Survey Cycle Time(Days),IG: Cycle time (days),Approval Cycle Time(Days),Install Cycle Time(Days),Overall Cycle Time,Provisioned with Installation,Installation Request Email Date Time
5/23/23 7:18,,7/7/23,Prepare property for installation,5/24/23 0:00,,,,,5/24/23 5:14,Approved,,,,,,,,5/29/23,,,,,,6/26/23,,,6/25/23 17:00,,,0,ES,ES - Self survey,ES - Ricoh,AS,Location Locker/Counter,Odin Onboarding EU,1,,,,,,0,
1/20/21 0:22,6/22/21 9:59,5/30/23,Activated,1/20/21 1:02,,,,,3/23/21 8:20,Approved,,,,,,,,3/23/21,,,,,6/21/21,6/21/21,6/22/21 9:59,,,,,0,DE,DE - Tokheim,DE - Tokheim,MM,Location Locker/Counter,Locker Onboarding,1,,,,,153.33,0,3/24/21 2:01
1/21/21 5:44,6/18/21 1:03,7/5/23,Activated,1/22/21 1:01,,,,,2/16/21 2:51,Approved,,,,,,7/6/23,,6/2/21,,,,,6/18/21,,6/17/21 16:00,,,,,0,GB,GB - Ricoh UK Ltd,GB - Ricoh UK Ltd,MM,Location Locker/Counter,Locker Onboarding,1,,,,,146.58,0,6/4/21 1:02
10/14/21 1:02,11/30/21 7:51,6/30/23,Closed,,,,,,10/15/21 3:57,,,,,,,,,10/15/21,,,,,,,,,,,,0,DE,,DE - NCR (Cardtronics),S,Location Locker/Counter,Locker Onboarding,1,,,,,,0,10/16/21 1:01
9/26/22 14:47,11/22/22 14:38,5/30/23,Activated,9/26/22 7:00,,,10/5/22 6:00,,10/6/22 17:44,Approved,,,,,,5/30/23,,10/19/22,,10/20/22,,,11/18/22,11/18/22,11/22/22 14:38,,,,,0,AU,AU - NCR (Cardtronics),AU - NCR (Cardtronics),AS,Location Locker/Counter,Locker Onboarding,1,8.96,,236,29,57.36,1,10/20/22 1:00
3/29/22 3:08,5/16/22 7:29,6/7/23,Closed,3/17/21 22:00,,,3/31/21 12:00,3/31/21,4/25/22 16:03,Approved,4/15/21,,4/1/21,,4/23/21,,,,,,,,,,,,,,,1,US,US - NSA,US - NSA,MM,Location Locker/Counter NA,Locker Onboarding NA,1,13.58,-389,,,,0,
8/24/22 14:24,,6/7/23,Approve product configuration,8/24/22 12:00,,,9/21/22 12:00,9/21/22,6/7/23 14:22,Approved,,,9/22/22,,12/27/22,,,,,,,9/22/22 12:00,,,,,,,,0,CA,US - NSA,US - NSA,AS,Location Locker/Counter NA,Locker Onboarding NA,1,28,-258,,,,0,
6/20/21 10:44,9/16/21 2:50,6/5/23,Closed,6/20/21 15:00,,,,,9/13/21 0:28,Approved,,,,,,,,9/14/21,,,,,9/14/21,9/14/21,9/16/21 2:50,,5/4/23 15:00,4/14/23,4/21/23,0,DE,DE - BEM,DE - BEM,MM,Location Locker/Counter,Locker Onboarding,1,,,,,87.49,0,9/15/21 1:03
2/2/21 8:10,3/9/21 12:30,10/4/22,Closed,2/4/21 8:32,,,,,3/8/21 10:15,Rejected,,,,,,,,,,,,,,,,,,,,0,GB,GB - Principle Link UK  Ltd,,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/15/21 0:54,3/1/22 2:04,10/4/22,Closed,7/19/21 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,DE,DE - NCR (Cardtronics),,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/6/23 9:53,,7/18/23,Approve product configuration,7/7/23 0:01,,,,,7/13/23 8:52,Approved,,,,,,,,,,,,,,,,,,,,0,IT,IT - Ricoh,IT - Ricoh,MM,Location Locker/Counter,Odin Onboarding EU,1,,,,,,0,
10/21/19 3:53,8/17/20 7:29,7/18/23,Activated,5/16/19 11:13,,,,,4/2/20 1:14,Approved,,,,,,7/18/23,,,,,,,8/11/20,8/12/20,8/17/20 7:29,,,,,0,IT,IT - LAB68,IT - LAB68,ASA,Location Locker/Counter,Locker Onboarding,1,,,,,458.84,0,7/24/20 22:00
6/6/23 0:02,6/19/23 5:48,6/29/23,Activated,6/7/23 0:00,,,,,6/7/23 14:03,Approved,,,,,,6/29/23,,6/7/23,,,,,6/19/23,,6/19/23 5:48,,,,,0,ES,ES - Self survey,ES - Ricoh,ASA,Location Locker/Counter,Locker Onboarding,1,,,,,12.24,0,6/8/23 0:00
1/20/21 0:21,5/20/21 13:36,5/30/23,Activated,1/20/21 1:02,,,,,4/8/21 22:44,Approved,,,,,,,,4/9/21,5/18/21,,,,5/18/21,5/18/21,5/20/21 13:36,,,,,0,DE,DE - Tokheim,DE - Tokheim,AS,Location Locker/Counter,Locker Onboarding,1,,,,,120.48,0,4/9/21 1:02
1/21/21 5:45,7/19/21 4:46,7/5/23,Activated,1/22/21 1:01,,,,,2/9/21 8:42,Approved,,,,,,7/6/23,,7/14/21,,,,,7/16/21,7/16/21,7/15/21 16:00,,,,,0,GB,GB - Ricoh UK Ltd,GB - Ricoh UK Ltd,MM,Location Locker/Counter,Locker Onboarding,1,,,,,174.58,1,7/15/21 1:05
8/7/20 7:28,5/21/21 8:36,5/30/23,Activated,2/1/21 15:00,,,,,4/28/21 8:44,Approved,,,,,,,,4/28/21,,,,,5/21/21,5/21/21,5/21/21 8:37,,,,,0,DE,,DE - NCR (Cardtronics),ASA,Location Locker/Counter,Locker Onboarding,1,,,,,108.69,0,4/29/21 1:01
9/10/22 13:36,10/6/22 19:05,5/30/23,Activated,9/10/22 7:00,,,9/12/22 7:00,,9/15/22 18:51,Approved,,,,,,5/30/23,,,,9/16/22,,,9/29/22,9/29/22,10/19/22 15:30,9/29/22,,,,0,AU,AU - NCR (Cardtronics),AU - NCR (Cardtronics),AS,Location Locker/Counter,Locker Onboarding,1,2,,259,13,39.35,1,9/16/22 1:00
3/29/22 0:19,5/16/22 7:29,6/7/23,Closed,3/17/21 22:00,,,3/29/21 12:00,3/29/21,3/30/21 0:00,Approved,4/2/21,,3/30/21,,4/23/21,,,,,,,,,,,,,,,1,US,US - NSA,US - NSA,M,Location Locker/Counter NA,Locker Onboarding NA,1,11.58,1,,,,0,
8/24/22 14:24,,6/7/23,Approve product configuration,8/24/22 12:00,,,9/21/22 12:00,9/21/22,6/7/23 14:22,Approved,,,9/22/22,,12/27/22,,,,,,,9/22/22 12:00,,,,,,,,0,CA,US - NSA,US - NSA,AS,Location Locker/Counter NA,Locker Onboarding NA,1,28,-258,,,,0,
7/5/23 3:53,,7/18/23,Review installation guide and configure product,7/7/23 0:01,,,7/11/23 15:00,,7/18/23 6:42,,,,,,,,,,,,,,,,,,,,,0,DE,DE - BEM,DE - BEM,MM,Location Locker/Counter,Odin Onboarding EU,1,4.62,,,,,0,
4/16/20 8:57,9/21/20 8:41,12/6/22,Closed,4/20/20 22:00,,,,,5/12/20 10:29,Approved,,,,,,,,,,,,,,,,,,,,0,GB,GB - Principle Link UK  Ltd,,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/15/21 0:54,3/1/22 2:04,10/4/22,Closed,7/19/21 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,DE,DE - NCR (Cardtronics),,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/6/23 9:53,,7/7/23,Wait for consultation,7/7/23 3:43,,,,,,,,,,,,,,,,,,,,,,,,,,0,IT,IT - Ricoh,IT - Ricoh,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/2/21 1:48,9/13/21 9:30,5/4/23,Closed,7/3/21 2:39,,,,,7/8/21 9:06,Approved,,,,,,,,,,,,,,,,,,,,0,IT,IT - LAB68,IT - LAB68,ASAA,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
6/5/23 6:50,6/15/23 4:11,7/13/23,Activated,,,,,,6/5/23 7:00,Approved,,,,,,,,6/6/23,,,,,6/14/23,,6/15/23 4:11,,,,,0,ES,ES - Self survey,ES - Ricoh,M,Location Locker/Counter,Odin Onboarding EU,1,,,,,,0,6/7/23 0:00
1/20/21 0:21,7/20/21 13:00,5/30/23,Activated,2/9/21 1:02,,,,,6/30/21 5:15,Approved,,,,,,,,6/30/21,,,,,7/19/21,7/19/21,7/20/21 13:00,,,,,0,DE,DE - Tokheim,DE - Tokheim,MM,Location Locker/Counter,Locker Onboarding,1,,,,,161.46,0,7/1/21 1:12
1/21/21 5:45,5/28/21 8:34,7/4/23,Closed,1/22/21 1:01,,,,,2/9/21 8:42,Approved,,,,,,,,5/13/21,,,,,5/27/21,,5/27/21 16:00,,3/28/23 16:00,,,0,GB,GB - Ricoh UK Ltd,GB - Ricoh UK Ltd,MM,Location Locker/Counter,Locker Onboarding,1,,,,,125.58,0,
8/7/20 7:28,6/4/21 2:52,2/22/23,Closed,2/1/21 15:00,,,,,,Approved,,,,,,,,,,,,,,,,,,,,0,DE,,DE - NCR (Cardtronics),,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
9/8/22 23:41,9/25/22 16:51,4/10/23,Closed,9/8/22 7:00,,,9/12/22 7:00,,9/15/22 18:51,Approved,,,,,,,4/10/23,,,,,,,,,,,,,0,AU,AU - NCR (Cardtronics),AU - NCR (Cardtronics),,Location Locker/Counter,Locker Onboarding,1,4,,,,,0,
3/29/22 0:19,5/16/22 7:29,6/7/23,Closed,3/17/21 22:00,,,4/2/21 12:00,4/2/21,4/5/21 0:00,Approved,4/8/21,,4/5/21,,4/23/21,,,,,,,,,,,,,,,1,US,US - NSA,US - NSA,MM,Location Locker/Counter NA,Locker Onboarding NA,1,15.58,1,,,,0,
6/26/23 13:30,,7/13/23,Wait for installation,6/26/23 3:00,,,6/28/23 3:00,,7/6/23 14:11,Approved,,,7/5/23,,7/7/23,7/13/23,,7/12/23,,7/12/23,,,7/26/23,,,,,,,0,US,US - NSA,US - NSA,M,Location Locker/Counter NA,Locker Onboarding NA,1,2,-1,6,14,,0,
7/15/21 1:11,11/8/21 5:48,7/17/23,Closed,7/19/21 15:00,,,,,10/22/21 4:04,Approved,,,,,,,,10/22/21,,,,,10/26/21,10/26/21,11/8/21 5:48,,7/18/23 15:00,7/11/23,7/14/23,0,DE,DE - BEM,DE - BEM,MM,Location Locker/Counter,Locker Onboarding,1,,,,,111.66,0,10/23/21 1:01
2/2/21 8:10,8/13/21 9:47,12/6/22,Closed,2/4/21 8:21,,,,,2/17/21 6:09,Approved,,,,,,,,,,,,,,,,,,,,0,GB,GB - Principle Link UK  Ltd,,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/15/21 0:54,3/1/22 2:04,10/4/22,Closed,7/19/21 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,DE,DE - NCR (Cardtronics),,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/6/23 9:53,,7/7/23,Wait for consultation,7/7/23 3:43,,,,,,,,,,,,,,,,,,,,,,,,,,0,IT,IT - Ricoh,IT - Ricoh,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
1/9/23 5:50,,7/18/23,Prepare property for installation,1/10/23 1:00,,,,,6/7/23 14:27,Approved,,,,,,7/18/23,,,,,,,,,,,,4/3/23,5/17/23,0,IT,IT - LAB68,IT - LAB68,MMM,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
5/19/23 1:12,6/9/23 2:28,6/29/23,Activated,5/20/23 0:00,,,,,5/24/23 3:30,Approved,,,,,,,,5/25/23,,,,,6/9/23,,6/9/23 2:28,,,,,0,ES,ES - Self survey,ES - Ricoh,M,Location Locker/Counter,Odin Onboarding EU,1,,,,,20.1,0,5/26/23 0:01
1/20/21 0:21,7/22/21 2:02,5/30/23,Activated,5/8/21 1:01,,,,,6/30/21 5:15,Approved,,,,,,,,6/30/21,,,,,7/20/21,7/20/21,7/22/21 2:02,,,,,0,DE,DE - Tokheim,DE - Tokheim,MM,Location Locker/Counter,Locker Onboarding,1,,,,,75.04,0,7/1/21 1:12
1/21/21 5:45,5/25/21 7:18,7/5/23,Activated,1/22/21 1:01,,,,,2/14/21 12:22,Approved,,,,,,,,5/13/21,,,,,5/25/21,5/25/21,5/24/21 16:00,,,,,0,GB,GB - Ricoh UK Ltd,GB - Ricoh UK Ltd,MM,Location Locker/Counter,Locker Onboarding,1,,,,,122.58,1,
8/7/20 7:28,6/4/21 2:52,2/22/23,Closed,2/1/21 15:00,,,,,,Approved,,,,,,,,,,,,,,,,,,,,0,DE,,DE - NCR (Cardtronics),,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
6/23/22 17:00,11/29/22 13:40,12/6/22,Closed,7/19/22 7:00,,,7/24/22 7:00,,7/31/22 0:00,On Hold,,,,,,,,,,,,,,,,,,,,0,AU,AU - NCR (Cardtronics),AU - NCR (Cardtronics),,Location Locker/Counter,Locker Onboarding,1,5,1,,,,0,
3/29/22 3:08,5/16/22 7:29,6/7/23,Closed,3/17/21 22:00,,,3/31/21 12:00,3/31/21,4/25/22 16:03,Approved,4/20/21,,4/1/21,,4/23/21,,,,,,,,,,,,,,,1,US,US - NSA,US - NSA,MM,Location Locker/Counter NA,Locker Onboarding NA,1,13.58,-389,,,,0,
2/3/23 14:50,7/6/23 17:27,7/13/23,Activated,2/3/23 12:00,,,2/15/23 12:00,2/15/23,6/7/23 14:25,Approved,,,2/15/23,,3/27/23,7/13/23,,6/15/23,,6/15/23,,,7/6/23,7/7/23,7/7/23 3:00,,,,,0,US,US - NSA,US - NSA,M,Location Locker/Counter NA,Locker Onboarding NA,1,12,-112,,21,153.58,1,
5/24/23 8:18,,7/17/23,Approve product configuration,5/31/23 0:01,,,5/30/23 3:00,,6/6/23 1:26,Approved,,,,,,,,,,,,,,,,,,,,0,DE,DE - BEM,DE - BEM,Gen4_46_Lockers,Location Locker/Counter,Locker Onboarding,1,-0.88,,,,,0,
4/16/20 8:57,11/1/20 10:34,10/4/22,Closed,4/20/20 22:00,,,,,6/12/20 15:41,Approved,,,,,,,,,,,,,,,,,,,,0,GB,GB - Principle Link UK  Ltd,,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/15/21 0:54,3/1/22 2:04,10/4/22,Closed,7/19/21 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,DE,DE - NCR (Cardtronics),,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/6/23 9:53,,7/7/23,Wait for consultation,7/7/23 3:43,,,,,,,,,,,,,,,,,,,,,,,,,,0,IT,IT - Ricoh,IT - Ricoh,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
10/21/19 3:52,12/20/19 4:05,7/18/23,Activated,10/3/19 10:51,,,,,12/19/19 10:28,,,,,,,,,,12/20/19,,,,12/17/19,,12/20/19 4:05,,,,,0,IT,IT - LAB68,IT - LAB68,AS,Location Locker/Counter,Locker Onboarding,1,,,,,77.76,0,12/9/19 21:00
4/14/23 7:12,4/20/23 2:48,6/29/23,Activated,4/14/23 18:00,,,,,4/17/23 7:24,Approved,,,,,,,,4/18/23,,,,,4/20/23,,4/20/23 2:48,,,,,0,ES,ES - Self survey,ES - Ricoh,M,Location Locker/Counter,Odin Onboarding EU,1,,,,,5.37,0,4/18/23 18:00
1/20/21 0:21,5/21/21 8:36,5/30/23,Activated,2/9/21 1:02,,,,,4/8/21 22:44,Approved,,,,,,,,4/9/21,5/19/21,,,,5/19/21,5/19/21,5/21/21 8:37,,,,,0,DE,DE - Tokheim,DE - Tokheim,AS,Location Locker/Counter,Locker Onboarding,1,,,,,101.27,0,4/9/21 1:02
1/21/21 5:45,7/15/21 9:06,7/5/23,Activated,1/22/21 1:01,,,,,2/22/21 3:27,Approved,,,,,,,,7/14/21,,,,,7/15/21,,7/14/21 16:00,,,,,0,GB,GB - Ricoh UK Ltd,GB - Ricoh UK Ltd,MM,Location Locker/Counter,Locker Onboarding,1,,,,,173.58,0,7/15/21 1:05
11/20/20 4:42,2/24/21 23:13,2/22/23,Closed,1/3/21 15:00,,,,,12/23/20 9:42,Approved,,,,,,,,,,,,,,,,,,,,0,DE,,DE - NCR (Cardtronics),AS,Location Locker/Counter,Locker Onboarding,1,,,,,,0,1/4/21 7:52
6/23/22 17:01,11/4/22 17:33,5/30/23,Activated,6/23/22 7:00,,,7/5/22 7:00,,7/6/22 0:00,Approved,,,,,,5/30/23,,,,10/4/22,,,10/31/22,10/31/22,11/4/22 17:33,10/31/22,,,,0,AU,AU - NCR (Cardtronics),AU - NCR (Cardtronics),AS,Location Locker/Counter,Locker Onboarding,1,12,1,328,27,134.44,1,10/3/22 6:15
3/28/22 21:32,5/16/22 7:29,6/7/23,Closed,3/17/21 22:00,,,3/22/21 12:00,3/22/21,4/25/22 16:04,Approved,3/25/21,,3/23/21,,4/23/21,,,,,,,,,,,,,,,1,US,US - NSA,US - NSA,MM,Location Locker/Counter NA,Locker Onboarding NA,1,4.58,-398,,,,0,
8/24/22 14:24,9/22/22 13:50,6/7/23,Closed,8/24/22 12:00,,,9/21/22 12:00,9/21/22,9/22/22 13:50,Not Viable,,,,,,,,,,,,,,,,,,,,0,CA,US - NSA,US - NSA,M,Location Locker/Counter NA,Locker Onboarding NA,1,28,,,,,0,
4/29/21 1:04,6/26/21 2:06,7/3/23,Closed,4/29/21 15:00,,,,,6/22/21 2:13,Approved,,,,,,,,6/22/21,6/24/21,,,,6/25/21,6/25/21,6/26/21 2:06,,5/22/23 15:00,4/28/23,5/12/23,0,DE,DE - BEM,DE - BEM,MM,Location Locker/Counter,Locker Onboarding,1,,,,,57.46,0,6/23/21 3:06
4/16/20 8:57,12/23/20 1:50,10/4/22,Closed,4/20/20 22:00,,,,,7/2/20 13:55,Approved,,,,,,,,,,,,,,,,,,,,0,GB,GB - Principle Link UK  Ltd,,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/15/21 0:54,3/1/22 2:04,10/4/22,Closed,7/19/21 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,DE,DE - NCR (Cardtronics),,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/6/23 9:53,,7/7/23,Wait for consultation,7/7/23 3:43,,,,,,,,,,,,,,,,,,,,,,,,,,0,IT,IT - Ricoh,IT - Ricoh,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
10/21/19 3:52,9/9/20 8:11,7/18/23,Activated,10/11/19 11:52,,,,,12/5/19 2:25,Approved,,,,,,7/18/23,,,,,,,9/8/20,,9/9/20 8:11,,,,,0,IT,IT - LAB68,IT - LAB68,ASAA,Location Locker/Counter,Locker Onboarding,1,,,,,333.85,0,5/15/20 22:00
4/18/23 7:20,5/7/23 23:57,6/29/23,Activated,,,,,,4/18/23 8:59,Approved,,,,,,,,4/20/23,,,,,5/8/23,,5/7/23 23:57,,,,,0,ES,ES - Self survey,ES - Ricoh,M,Location Locker/Counter,Odin Onboarding EU,1,,,,,,0,4/20/23 18:00
1/20/21 0:21,5/17/22 2:43,3/14/23,Closed,2/17/21 15:00,,,,,6/30/21 5:15,Approved,,,,,,,,6/30/21,,,,,7/22/21,7/22/21,,,,,3/14/23,0,DE,DE - Tokheim,DE - Tokheim,AS,Location Locker/Counter,Locker Onboarding,1,,,,,,0,7/1/21 1:12
1/21/21 5:45,5/28/21 2:39,7/5/23,Closed,1/22/21 1:01,,,,,2/16/21 2:51,Approved,,,,,,,,5/13/21,,,,,,,,,,,,0,GB,GB - Ricoh UK Ltd,GB - Ricoh UK Ltd,MM,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
8/10/20 4:35,2/12/21 8:13,2/22/23,Closed,10/11/20 15:00,,,,,10/22/20 8:03,Approved,,,,,,,,,10/29/20,,,,10/29/20,1/20/21,2/12/21 8:13,,9/28/22 15:00,8/29/22,8/31/22,0,DE,,DE - NCR (Cardtronics),ASA,Location Locker/Counter,Locker Onboarding,1,,,,,123.76,0,10/23/20 22:01
6/23/22 17:02,10/17/22 11:03,6/29/23,Activated,7/11/22 7:00,,,7/17/22 7:00,,7/18/22 0:00,Approved,,,,,,6/30/23,,,,10/4/22,,,10/12/22,10/12/22,10/18/22 18:06,10/12/22,,,,0,AU,AU - NCR (Cardtronics),AU - NCR (Cardtronics),AS,Location Locker/Counter,Locker Onboarding,1,6,1,330,8,99.46,1,10/3/22 6:15
3/29/22 3:08,5/16/22 7:29,6/7/23,Closed,3/17/21 22:00,,,3/30/21 12:00,3/30/21,4/25/22 16:04,Approved,4/20/21,,3/30/21,,4/23/21,,,,,,,,,,,,,,,1,US,US - NSA,US - NSA,MM,Location Locker/Counter NA,Locker Onboarding NA,1,12.58,-391,,,,0,
8/24/22 14:24,,6/7/23,Approve product configuration,8/24/22 12:00,,,9/21/22 12:00,9/21/22,6/7/23 14:22,Approved,,,9/22/22,,12/27/22,,,,,,,9/28/22 12:00,,,,,,,,0,CA,US - NSA,US - NSA,AS,Location Locker/Counter NA,Locker Onboarding NA,1,28,-258,,,,0,
12/11/19 4:34,12/11/19 4:34,7/17/23,Activated,,,,7/5/23 15:00,,,,,,,,,7/17/23,,,,,,,3/8/19,3/8/19,5/23/19 17:00,,,,,0,DE,DE - BEM,DE - BEM,ASA,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
4/16/20 8:57,9/30/20 7:04,10/4/22,Closed,4/20/20 22:00,,,,,,Rejected,,,,,,,,,,,,,,,,,,,,0,GB,GB - Principle Link UK  Ltd,,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/15/21 0:54,3/1/22 2:45,10/4/22,Closed,7/19/21 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,DE,DE - NCR (Cardtronics),,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/10/23 8:48,,7/11/23,Wait for consultation,7/11/23 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,IT,IT - Ricoh,IT - Ricoh,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
10/21/19 3:52,1/28/21 9:45,7/18/23,Activated,10/3/19 10:51,,,,,12/5/19 2:24,,,,,,,,,,,,,,1/27/21,,1/28/21 9:45,,,,,0,IT,IT - LAB68,IT - LAB68,AS,Location Locker/Counter,Locker Onboarding,1,,,,,483,0,12/16/20 1:00
4/18/23 7:22,6/28/23 1:38,7/13/23,Activated,,,,,,4/18/23 8:59,Approved,,,,,,,,,,,,,6/28/23,,6/28/23 1:38,,,,,0,ES,ES - Self survey,ES - Ricoh,AS,Location Locker/Counter,Odin Onboarding EU,1,,,,,,0,6/16/23 0:01
1/20/21 0:21,5/31/21 5:08,5/30/23,Activated,1/20/21 1:02,,,,,4/8/21 22:44,Approved,,,,,,,,4/9/21,,,,,5/13/21,5/10/21,5/31/21 5:08,,,,,0,DE,DE - Tokheim,DE - Tokheim,ASA,Location Locker/Counter,Locker Onboarding,1,,,,,131.13,0,4/9/21 1:02
1/21/21 5:45,5/27/21 7:57,3/2/23,Closed,1/22/21 1:01,,,,,2/14/21 12:22,Approved,,,,,,,,5/13/21,,,,,5/26/21,5/26/21,5/27/21 7:57,,7/13/22 4:00,,,0,GB,GB - Ricoh UK Ltd,GB - Ricoh UK Ltd,MM,Location Locker/Counter,Locker Onboarding,1,,,,,125.25,1,
12/16/20 2:03,3/5/21 10:40,10/24/22,Closed,1/3/21 15:00,,,,,12/23/20 9:49,Approved,,,,,,,,,3/3/21,,,,3/4/21,3/4/21,3/5/21 10:40,,8/23/22 15:00,7/22/22,8/5/22,0,DE,,DE - NCR (Cardtronics),ASA,Location Locker/Counter,Locker Onboarding,1,,,,,60.82,0,1/4/21 7:51
6/23/22 17:04,12/1/22 15:03,12/6/22,Closed,8/24/22 7:00,,,9/8/22 7:00,,9/12/22 21:27,On Hold,,,,,,,,,,,,,,,,,,,,0,AU,AU - NCR (Cardtronics),AU - NCR (Cardtronics),,Location Locker/Counter,Locker Onboarding,1,15,-70,,,,0,
7/12/22 15:06,6/1/23 13:48,7/13/23,Activated,7/12/22 12:00,,,7/21/22 12:00,7/21/22,7/22/22 7:44,Approved,,,4/24/23,,5/8/23,7/13/23,,5/10/23,,5/10/23,,,6/3/23,6/5/23,6/1/23 3:00,,,,,0,US,US - NSA,US - NSA,M,Location Locker/Counter NA,Locker Onboarding NA,1,9,0,,24,323.63,1,
1/3/23 10:24,,6/20/23,Prepare property for installation,1/3/23 12:00,,,1/10/23 12:00,1/10/23,6/7/23 14:24,Approved,,,2/6/23,,2/17/23,6/20/23,,,,,,,,,,,,,,0,US,US - NSA,US - NSA,ASAA,Location Locker/Counter NA,Locker Onboarding NA,1,7,-147,,,,0,
5/24/23 8:18,,7/17/23,Approve product configuration,5/31/23 0:01,,,5/26/23 3:00,,6/6/23 1:26,Approved,,,,,,,,,,,,,,,,,,,,0,DE,DE - BEM,DE - BEM,Gen4_92_Lockers,Location Locker/Counter,Locker Onboarding,1,-4.88,,,,,0,
4/16/20 8:57,1/18/21 1:39,10/4/22,Closed,4/20/20 22:00,,,,,6/12/20 15:41,Approved,,,,,,,,,,,,,,,,,,,,0,GB,GB - Principle Link UK  Ltd,,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/15/21 0:54,4/1/22 2:19,10/4/22,Closed,7/19/21 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,DE,DE - NCR (Cardtronics),,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/10/23 9:09,,7/11/23,Wait for consultation,7/11/23 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,IT,IT - Ricoh,IT - Ricoh,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
10/21/19 3:53,6/18/21 8:02,7/18/23,Activated,3/9/21 1:01,,,,,4/20/21 8:47,Approved,,,,,,,,5/24/21,,,,,6/17/21,,6/18/21 8:02,,,,,0,IT,IT - LAB68,IT - LAB68,MM,Location Locker/Counter,Locker Onboarding,1,,,,,101.25,1,5/25/21 1:01
4/18/23 7:23,,6/29/23,Approve product configuration,,,,,,4/18/23 8:59,Approved,,,,,,,,4/20/23,,,,,,,,,,,,0,ES,ES - Self survey,ES - Ricoh,M,Location Locker/Counter,Odin Onboarding EU,1,,,,,,0,4/20/23 18:00
1/20/21 0:21,4/29/21 12:44,5/30/23,Activated,2/9/21 1:02,,,,,3/23/21 8:20,Approved,,,,,,,,3/23/21,,,,,4/28/21,4/28/21,4/29/21 12:44,,,,,0,DE,DE - Tokheim,DE - Tokheim,ASA,Location Locker/Counter,Locker Onboarding,1,,,,,79.45,0,3/24/21 2:01
1/21/21 5:44,5/28/21 8:32,7/5/23,Activated,1/22/21 1:01,,,,,2/16/21 2:51,Approved,,,,,,,,5/13/21,,,,,5/27/21,,5/27/21 16:00,,,,,0,GB,GB - Ricoh UK Ltd,GB - Ricoh UK Ltd,MM,Location Locker/Counter,Locker Onboarding,1,,,,,125.58,0,
4/15/21 4:42,5/9/21 22:29,5/30/23,Activated,4/14/21 15:00,,,,,4/16/21 3:59,Approved,,,,,,,,4/16/21,6/21/21,,,,4/29/21,4/30/21,5/9/21 22:29,,,,,0,DE,,DE - NCR (Cardtronics),ASA,Location Locker/Counter,Locker Onboarding,1,,,,,25.31,0,4/17/21 1:02
