Date/Time Opened,Date/Time Closed,Case Last Modified Date,Status,Survey Request DateTime,Date site was turned over from BD to Ops,Resurvey Request Date,Actual Survey Date,On-site consultation actual date,Survey Uploaded DateTime,Survey Review outcome,Portal Review Date,Install Guide Creation Date,IG: Latest IG revision date,Hub Approval Sent Date,Approval: Form Sent Date,Approval: Received Date,Approval: Rejection Date,Date Trouble Ticket Created,Promised Date,Asset Load date,Failed Install Date,Gen 3 Approval Date,Installation Date,Provisioned Date,Activation Date,Removal Date,Scheduled Decommission date/time,Case Hold Date,Case Off Hold Date,CaseHold,Country Code,Site Survey Vendor/Supplier,Installation Vendor/Supplier,LayoutArrangement,Account Record Type,Case Record Type,#,Survey Cycle Time(Days),IG: Cycle time (days),Approval Cycle Time(Days),Install Cycle Time(Days),Overall Cycle Time,Provisioned with Installation,Installation Request Email Date Time
10/31/22 9:49,6/8/23 11:17,7/14/23,Activated,,,2/16/23,2/21/23 12:00,2/21/23,2/23/23 8:20,Approved,,,4/17/23,,,4/26/23,,4/26/23,,4/26/23,,,5/10/23,5/31/23,6/8/23 3:00,,,,,0,US,US - NSA,US - NSA,AS,Location Locker/Counter NA,Locker Onboarding NA,1,,-111,,14,,0,
2/16/23 8:28,5/30/23 9:33,7/17/23,Closed,2/17/23 1:00,,,2/20/23 3:00,,2/28/23 6:30,Approved,,,,,4/26/23,,,,,,,,,,,,,,,0,DE,DE - BEM,DE - BEM,Gen4_46_Lockers,Location Locker/Counter,Locker Onboarding,1,3.08,,,,,0,
1/7/20 1:25,1/7/20 1:25,5/30/23,Activated,,,,,,,,,,,,,,,,,,,,6/19/19,,9/5/19 16:00,,,,,0,GB,GB - Principle Link UK  Ltd,,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/15/21 1:33,3/1/22 1:53,10/4/22,Closed,7/19/21 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,DE,DE - NCR (Cardtronics),,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
12/2/22 9:44,1/12/23 9:20,7/18/23,Activated,12/3/22 1:00,,,,,12/23/22 1:39,Approved,,,,,12/28/22,7/18/23,,12/29/22,,,,,1/12/23,,1/12/23 9:20,,,,,0,IT,IT - Ricoh,IT - Ricoh,M,Location Locker/Counter,Odin Onboarding EU,1,,,203,,40.35,1,12/30/22 1:00
10/21/19 4:13,12/2/19 0:30,7/18/23,Activated,6/17/19 9:28,,,,,,,,,,,,7/18/23,,11/6/19,12/2/19,,,,11/29/19,,12/2/19 0:30,,,,,0,IT,IT - LAB68,IT - LAB68,ASA,Location Locker/Counter,Locker Onboarding,1,,,,,167.67,0,
4/19/23 2:03,6/6/23 1:18,6/29/23,Activated,4/19/23 18:00,,,,,5/3/23 5:52,Approved,,,,,,,,5/23/23,,,,,6/6/23,,6/6/23 1:18,,,,,0,ES,ES - Self survey,ES - Ricoh,M,Location Locker/Counter,Odin Onboarding EU,1,,,,,47.3,0,5/24/23 0:00
1/20/21 0:22,4/20/21 23:58,5/30/23,Activated,1/20/21 1:02,,,,,3/23/21 8:20,Approved,,,,,,,,3/23/21,,,,,4/14/21,4/14/21,4/20/21 23:58,,,,,0,DE,DE - Tokheim,DE - Tokheim,AS,Location Locker/Counter,Locker Onboarding,1,,,,,90.91,0,3/24/21 2:01
1/21/21 5:44,5/26/21 8:16,7/4/23,Closed,1/22/21 1:01,,,,,2/14/21 12:22,Approved,,,,,,,,5/13/21,,,,,5/26/21,5/26/21,5/25/21 16:00,,3/26/23 16:00,,,0,GB,GB - Ricoh UK Ltd,GB - Ricoh UK Ltd,MM,Location Locker/Counter,Locker Onboarding,1,,,,,123.58,1,
4/15/21 4:42,5/9/21 22:30,6/17/23,Activated,4/14/21 15:00,,,,,4/16/21 3:59,Approved,,,,,,,,4/16/21,4/29/21,,,,4/28/21,4/28/21,5/9/21 22:30,,,,,0,DE,,DE - NCR (Cardtronics),AS,Location Locker/Counter,Locker Onboarding,1,,,,,25.31,0,4/17/21 1:02
11/2/22 20:03,11/8/22 17:20,5/17/23,Closed,11/2/22 6:00,,,11/6/22 5:00,,,,,,,,,,,,,,,,,,,,,,,0,AU,AU - NCR (Cardtronics),AU - NCR (Cardtronics),,Location Locker/Counter,Locker Onboarding,1,4,,,,,0,
3/28/22 21:04,,6/7/23,Closed,8/1/21 22:00,,,8/10/21 22:00,,8/12/21 0:00,Pending Gen 3 Approval,8/12/21,,8/12/21,,,,,,,,,,,,,,,,,1,US,US - NSA,US - NSA,AS,Location Locker/Counter NA,Locker Onboarding NA,1,9,1,,,,0,
11/7/22 10:30,,6/7/23,Approve product configuration,11/7/22 12:00,,,11/15/22 12:00,11/15/22,6/7/23 14:22,Approved,,,11/15/22,,12/27/22,,,,,,,,,,,,,,,0,US,US - NSA,US - NSA,AS,Location Locker/Counter NA,Locker Onboarding NA,1,8,-204,,,,0,
5/23/23 1:55,5/25/23 22:46,5/25/23,Closed,,,,,,,Rejected,,,,,,,,,,,,,,,,,,,,0,DE,DE - BEM,DE - BEM,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
3/30/22 2:17,4/27/22 10:41,5/30/23,Activated,3/31/22 1:00,,,,,4/7/22 7:32,Approved,,,,,,5/30/23,,4/12/22,,,,,4/27/22,,4/26/22 16:00,,,,,0,GB,GB - Principle Link UK  Ltd,,ASA,Location Locker/Counter,Locker Onboarding,1,,,,,26.63,0,
7/15/21 1:33,3/1/22 1:53,10/4/22,Closed,7/19/21 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,DE,DE - NCR (Cardtronics),,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
12/1/22 9:31,5/10/23 8:02,7/18/23,Activated,12/2/22 1:00,,,,,12/14/22 2:27,Approved,,,,,4/28/23,,,4/24/23,,,,,5/10/23,,5/10/23 8:02,,,,,0,IT,IT - Ricoh,IT - Ricoh,AS,Location Locker/Counter,Locker Onboarding,1,,,,,159.25,1,4/24/23 18:00
10/21/19 4:13,5/12/20 11:03,7/18/23,Activated,6/21/19 3:57,,,,,12/5/19 2:25,,,,,,,7/18/23,,,5/14/20,,,,5/12/20,5/12/20,5/12/20 11:03,,,,,0,IT,IT - LAB68,IT - LAB68,ASAA,Location Locker/Counter,Locker Onboarding,1,,,,,326.3,0,12/9/19 21:00
4/19/23 2:04,6/6/23 3:28,6/29/23,Activated,4/19/23 18:00,,,,,5/3/23 5:52,Approved,,,,,,,,5/23/23,,,,,6/6/23,,6/6/23 3:28,,,,,0,ES,ES - Self survey,ES - Ricoh,M,Location Locker/Counter,Odin Onboarding EU,1,,,,,47.39,0,5/24/23 0:00
1/20/21 0:22,7/15/21 3:46,5/30/23,Activated,5/8/21 1:01,,,,,6/30/21 5:15,Approved,,,,,,,,6/30/21,,,,,7/14/21,7/14/21,7/15/21 3:46,,,,,0,DE,DE - Tokheim,DE - Tokheim,MM,Location Locker/Counter,Locker Onboarding,1,,,,,68.11,0,7/1/21 1:12
1/21/21 5:44,9/24/21 8:49,7/4/23,Closed,1/22/21 1:01,,,,,2/16/21 2:51,Approved,,,,,,,,5/13/21,,,,,9/22/21,,9/23/21 16:00,,3/23/23 17:00,,,0,GB,GB - Ricoh UK Ltd,GB - Ricoh UK Ltd,M,Location Locker/Counter,Locker Onboarding,1,,,,,244.58,0,
10/19/20 0:55,6/4/21 1:30,11/15/22,Closed,12/8/20 15:00,,,,,10/19/20 1:07,Approved,,,,,,,,,2/18/21,,,,12/23/20,12/23/20,,,6/16/21 15:00,,,0,DE,,DE - NCR (Cardtronics),AS,Location Locker/Counter,Locker Onboarding,1,,,,,,0,12/11/20 1:00
6/23/22 15:44,8/3/22 19:23,11/29/22,Closed,7/19/22 7:00,,,7/24/22 7:00,,7/31/22 0:00,Approved,,,,,,,,,,,,,,,,,,,,0,AU,AU - NCR (Cardtronics),AU - NCR (Cardtronics),,Location Locker/Counter,Locker Onboarding,1,5,1,,,,0,
3/28/22 22:32,,6/7/23,Closed,8/1/21 22:00,,,8/5/21 22:00,,8/10/21 0:00,Pending Gen 3 Approval,8/10/21,,8/9/21,,,,,,,,,,,,,,,,,1,US,US - NSA,US - NSA,AS,Location Locker/Counter NA,Locker Onboarding NA,1,4,0,,,,0,
11/7/22 10:31,,6/7/23,Approve product configuration,11/7/22 12:00,,,11/15/22 12:00,11/15/22,6/7/23 14:27,Approved,,,3/15/23,,3/20/23,,,,,,,,,,,,,,,0,US,US - NSA,US - NSA,AS,Location Locker/Counter NA,Locker Onboarding NA,1,8,-204,,,,0,
5/23/23 1:49,6/26/23 4:48,7/17/23,Activated,,,,,,6/15/23 7:44,Approved,,,,,,7/17/23,,6/20/23,,,,,6/26/23,6/26/23,6/26/23 4:48,,,,,0,DE,DE - BEM,DE - BEM,M,Location Locker/Counter,Odin Onboarding EU,1,,,,,,0,6/21/23 0:01
1/7/20 1:22,1/7/20 1:22,5/30/23,Activated,,,,,,,,,,,,,,,,,,,,3/20/19,,3/29/19 17:00,,,,,0,GB,GB - Principle Link UK  Ltd,,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/15/21 1:33,3/1/22 1:53,10/4/22,Closed,7/19/21 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,DE,DE - NCR (Cardtronics),,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
2/16/22 7:21,3/31/22 10:29,7/18/23,Activated,2/17/22 1:00,,,,,3/2/22 3:44,Approved,,,,,,7/18/23,,3/8/22,,,,,3/31/22,,3/31/22 10:29,,,,,0,IT,IT - Ricoh,IT - Ricoh,ASA,Location Locker/Counter,Locker Onboarding,1,,,501,,42.35,0,3/9/22 1:00
4/7/22 5:21,9/30/22 8:56,7/18/23,Activated,4/8/22 1:00,,,,,4/21/22 4:24,Approved,,,,,,,,,,,,,9/30/22,,9/30/22 8:56,,,,,0,IT,IT - LAB68,IT - LAB68,MMMM,Location Locker/Counter,Odin Onboarding EU,1,,,,,175.33,1,9/15/22 1:00
4/19/23 0:43,6/8/23 3:08,6/29/23,Activated,4/19/23 18:00,,,,,5/3/23 5:52,Approved,,,,,,,,5/23/23,,,,,6/8/23,,6/8/23 3:08,,,,,0,ES,ES - Self survey,ES - Ricoh,M,Location Locker/Counter,Odin Onboarding EU,1,,,,,49.38,0,5/24/23 0:00
1/20/21 0:22,2/28/22 7:38,5/30/23,Activated,2/9/21 1:02,,,,,4/8/21 22:44,Approved,,,,,,,,4/9/21,,,,,4/29/21,4/29/21,2/28/22 7:38,,,,,0,DE,DE - Tokheim,DE - Tokheim,ASA,Location Locker/Counter,Locker Onboarding,1,,,,,384.28,0,4/9/21 1:02
1/21/21 5:44,10/19/21 8:53,7/5/23,Activated,1/22/21 1:01,,,,,2/22/21 3:27,Approved,,,,,,,,10/15/21,,,,,10/18/21,,10/18/21 16:00,,,,,0,GB,GB - Ricoh UK Ltd,GB - Ricoh UK Ltd,MM,Location Locker/Counter,Locker Onboarding,1,,,,,269.58,0,
8/21/20 0:52,10/24/20 10:16,5/30/23,Activated,8/21/20 22:01,,,,,10/19/20 8:28,Approved,,,,,,,,,,,,,10/20/20,10/20/20,10/24/20 10:16,,,,,0,DE,,DE - NCR (Cardtronics),ASA,Location Locker/Counter,Locker Onboarding,1,,,,,63.51,1,10/19/20 22:01
11/13/22 13:54,2/1/23 18:44,5/30/23,Activated,11/13/22 5:00,,,11/15/22 5:00,,11/16/22 9:04,Approved,,,,,11/18/22,5/30/23,,12/15/22,,12/15/22,,,1/23/23,1/23/23,2/1/23 18:44,,,,,0,AU,AU - NCR (Cardtronics),AU - NCR (Cardtronics),AS,Location Locker/Counter,Locker Onboarding,1,2,,195,39,80.57,1,12/15/22 1:00
3/28/22 22:31,,6/7/23,Closed,8/1/21 22:00,,,8/4/21 22:00,,8/6/21 0:00,Pending Gen 3 Approval,8/10/21,,8/6/21,,,,,,,,,,,,,,,,,1,US,US - NSA,US - NSA,ASA,Location Locker/Counter NA,Locker Onboarding NA,1,3,1,,,,0,
11/7/22 10:32,,6/7/23,Approve product configuration,11/7/22 12:00,,,11/15/22 12:00,11/15/22,6/7/23 14:28,Approved,,,3/15/23,,3/21/23,,,,,,,,,,,,,,,0,US,US - NSA,US - NSA,AS,Location Locker/Counter NA,Locker Onboarding NA,1,8,-203,,,,0,
3/6/23 7:57,3/27/23 1:38,7/17/23,Closed,3/10/23 1:01,,,,,,,,,,,,,,,,,,,,,,,,,,0,DE,DE - BEM,DE - BEM,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
1/7/20 1:22,1/7/20 1:22,7/17/23,Activated,,,,,,,,,,,,,,,,,,,,9/19/19,,12/18/19 16:00,,,,,0,GB,GB - Principle Link UK  Ltd,,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/15/21 1:33,3/1/22 1:53,10/4/22,Closed,7/19/21 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,DE,DE - NCR (Cardtronics),,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
10/5/22 7:43,12/8/22 5:54,7/18/23,Decommissioned,10/6/22 1:00,,,,,10/12/22 23:46,Approved,,,,,4/28/23,,,11/17/22,,,,,12/2/22,,12/8/22 5:54,,6/14/23 3:00,,,0,IT,IT - Ricoh,IT - Ricoh,MM,Location Locker/Counter,Odin Onboarding EU,1,,,,,63.25,0,11/18/22 1:00
11/3/21 3:14,7/8/22 6:22,7/18/23,Activated,11/4/21 2:02,,,,,12/15/21 8:44,Approved,,,,,,,,6/28/22,,,,,7/4/22,,7/8/22 6:23,,,,,0,IT,IT - LAB68,IT - LAB68,MMMMM,Location Locker/Counter,Locker Onboarding,1,,,,,246.18,0,6/29/22 1:00
4/19/23 2:11,5/31/23 1:38,6/29/23,Activated,4/19/23 18:00,,,,,5/3/23 5:52,Approved,,,,,,,,5/10/23,,,,,5/31/23,,5/31/23 1:38,,,,,0,ES,ES - Self survey,ES - Ricoh,M,Location Locker/Counter,Odin Onboarding EU,1,,,,,41.32,0,5/12/23 0:00
1/20/21 0:22,5/26/21 14:23,5/30/23,Activated,1/20/21 1:02,,,,,3/23/21 8:20,Approved,,,,,,,,3/23/21,,,,,5/20/21,5/20/21,5/26/21 14:23,,,,,0,DE,DE - Tokheim,DE - Tokheim,ASA,Location Locker/Counter,Locker Onboarding,1,,,,,126.51,0,3/24/21 2:01
1/21/21 5:44,5/26/21 8:31,7/5/23,Activated,1/22/21 1:01,,,,,2/14/21 12:22,Approved,,,,,,,,5/13/21,,,,,5/26/21,5/26/21,5/25/21 16:00,,,,,0,GB,GB - Ricoh UK Ltd,GB - Ricoh UK Ltd,MM,Location Locker/Counter,Locker Onboarding,1,,,,,123.58,1,
3/17/21 5:00,4/9/21 11:34,5/30/23,Activated,3/16/21 16:00,,,,,3/17/21 5:18,Approved,,,,,,,,3/17/21,3/25/21,,,,3/31/21,4/19/21,4/9/21 11:34,,,,,0,DE,,DE - NCR (Cardtronics),AS,Location Locker/Counter,Locker Onboarding,1,,,,,23.82,0,3/18/21 2:01
11/15/22 15:54,1/11/23 22:52,5/17/23,Closed,11/15/22 5:00,,,11/20/22 5:00,,11/18/22 12:30,Approved,,,,,1/12/23,,,,,,,,,,,,,,,0,AU,AU - NCR (Cardtronics),AU - NCR (Cardtronics),,Location Locker/Counter,Locker Onboarding,1,5,,,,,0,
7/13/22 7:58,5/8/23 7:17,7/13/23,Activated,,,1/19/23,1/26/23 12:00,1/26/23,2/10/23 8:04,Approved,,,2/10/23,,4/17/23,4/26/23,,4/26/23,,4/26/23,,,5/8/23,5/9/23,5/8/23 3:00,,,,,0,US,US - NSA,US - NSA,M,Location Locker/Counter NA,Locker Onboarding NA,1,,-200,,12,,1,
8/24/22 14:11,,6/28/23,Sign contract (optional),6/13/23 22:09,,6/13/23,6/27/23 3:00,6/27/23,6/28/23 7:35,Approved,,,6/28/23,,1/13/23,6/28/23,,,,,,,,,,,,10/12/22,,0,US,US - NSA,US - NSA,AS,Location Locker/Counter NA,Locker Onboarding NA,1,13.2,-219,167,,,0,
3/6/23 7:57,3/24/23 1:49,7/17/23,Closed,3/10/23 1:01,,,,,,,,,,,,,,,,,,,,,,,,,,0,DE,DE - BEM,DE - BEM,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
1/7/20 1:22,1/7/20 1:22,5/30/23,Activated,,,,,,,,,,,,,,,,,,,,9/19/19,,12/17/19 16:00,,6/6/22 4:00,,,0,GB,GB - Principle Link UK  Ltd,,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/15/21 1:33,3/1/22 1:54,10/4/22,Closed,7/19/21 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,DE,DE - NCR (Cardtronics),,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
10/19/22 10:51,12/23/22 0:42,6/16/23,Closed,10/20/22 1:00,,,,,11/18/22 4:17,Approved,,,,,11/25/22,6/1/23,,12/3/22,,,,,12/22/22,,12/23/22 0:42,,9/4/23 15:00,,,0,IT,IT - Ricoh,IT - Ricoh,MM,Location Locker/Counter,Odin Onboarding EU,1,,,189,,64.03,1,12/4/22 1:00
7/11/22 2:10,,7/17/23,Wait for consultation,3/15/23 2:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,IT,IT - LAB68,IT - LAB68,Lockers,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
4/19/23 2:19,6/8/23 2:18,6/29/23,Activated,4/19/23 18:00,,,,,5/3/23 5:52,Approved,,,,,,,,5/23/23,,,,,6/8/23,,6/8/23 2:18,,,,,0,ES,ES - Self survey,ES - Ricoh,M,Location Locker/Counter,Odin Onboarding EU,1,,,,,49.35,0,5/24/23 0:00
1/20/21 0:21,9/3/21 8:18,5/30/23,Activated,5/8/21 1:01,,,,,7/20/21 11:34,Approved,,,,,,,,7/20/21,9/2/21,,,,9/2/21,9/2/21,9/3/21 8:18,,,,,0,DE,DE - Tokheim,DE - Tokheim,MM,Location Locker/Counter,Locker Onboarding,1,,,,,118.3,0,7/21/21 13:34
1/21/21 5:44,5/26/21 8:34,7/4/23,Closed,1/22/21 1:01,,,,,2/14/21 12:22,Approved,,,,,,,,5/13/21,,,,,5/26/21,5/26/21,5/25/21 16:00,,3/23/23 17:00,,,0,GB,GB - Ricoh UK Ltd,GB - Ricoh UK Ltd,MM,Location Locker/Counter,Locker Onboarding,1,,,,,123.58,1,
3/17/21 5:00,3/29/21 22:44,1/15/23,Closed,3/16/21 16:00,,,,,3/17/21 5:18,,,,,,,,,3/17/21,4/15/21,,,,3/26/21,3/26/21,3/29/21 22:44,,,12/5/22,12/23/22,0,DE,,DE - NCR (Cardtronics),ASA,Location Locker/Counter,Locker Onboarding,1,,,,,13.28,0,3/18/21 2:01
11/15/22 16:05,12/12/22 19:39,5/17/23,Closed,11/15/22 5:00,,,11/20/22 5:00,,11/22/22 9:48,Approved,,,,,1/5/23,,,,,,,,,,,,,,,0,AU,AU - NCR (Cardtronics),AU - NCR (Cardtronics),,Location Locker/Counter,Locker Onboarding,1,5,,,,,0,
3/28/22 21:04,,6/7/23,Closed,8/1/21 22:00,,,8/10/21 22:00,,8/12/21 0:00,Pending Gen 3 Approval,8/12/21,,8/12/21,,,,,,,,,,,,,,,,,1,US,US - NSA,US - NSA,ASA,Location Locker/Counter NA,Locker Onboarding NA,1,9,1,,,,0,
9/30/22 9:59,10/24/22 7:52,6/7/23,Closed,9/30/22 12:00,,,10/22/22 12:00,10/22/22,10/24/22 7:52,Wasted Trip,,,,,,,,,,,,,,,,,,10/24/22,,1,CA,US - NSA,US - NSA,M,Location Locker/Counter NA,Locker Onboarding NA,1,22,,,,,0,
3/6/23 7:57,3/24/23 1:51,7/17/23,Closed,3/10/23 1:01,,,,,,,,,,,,,,,,,,,,,,,,,,0,DE,DE - BEM,DE - BEM,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
1/7/20 1:22,1/7/20 1:22,7/17/23,Activated,,,,,,,,,,,,,,,,,,,,3/7/19,,7/16/19 16:00,,,,,0,GB,GB - Principle Link UK  Ltd,,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/15/21 1:33,3/1/22 1:54,10/4/22,Closed,7/19/21 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,DE,DE - NCR (Cardtronics),,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
10/19/22 11:11,12/4/22 14:26,5/11/23,Closed,10/20/22 1:00,,,,,10/27/22 1:56,Rejected,,,,,,,,,,,,,,,,,,,,0,IT,IT - Ricoh,IT - Ricoh,M,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
10/21/19 4:08,10/13/20 11:06,7/18/23,Activated,11/8/18 16:00,,,,,,,,,,,,7/18/23,,,2/1/19,,,,10/9/20,,10/13/20 11:06,,,,,0,IT,IT - LAB68,IT - LAB68,ASAA,Location Locker/Counter,Locker Onboarding,1,,,,,704.75,0,9/2/20 22:02
4/19/23 2:23,5/31/23 0:48,6/29/23,Activated,4/19/23 18:00,,,,,5/3/23 5:52,Approved,,,,,,,,5/10/23,,,,,5/31/23,,5/31/23 0:48,,,,,0,ES,ES - Self survey,ES - Ricoh,M,Location Locker/Counter,Odin Onboarding EU,1,,,,,41.28,0,5/12/23 0:00
1/20/21 0:22,4/28/21 12:04,5/30/23,Activated,1/20/21 1:02,,,,,3/23/21 8:20,Approved,,,,,,,,3/23/21,,,,,12/15/21,12/15/21,4/28/21 12:04,,,,,0,DE,DE - Tokheim,DE - Tokheim,ASA,Location Locker/Counter,Locker Onboarding,1,,,,,98.42,0,3/24/21 2:01
1/18/21 8:24,5/23/22 10:41,12/30/22,Closed,1/19/21 1:01,,,,,2/10/21 9:17,Approved,,,,,,12/30/22,,7/21/21,,,,,8/3/21,,,,,,5/23/22,0,GB,GB - Ricoh UK Ltd,GB - Ricoh UK Ltd,AS,Location Locker/Counter,Locker Onboarding,1,,,682,,,0,7/21/21 13:35
3/19/20 8:50,5/5/21 13:49,10/4/22,Closed,,,,,,5/5/21 13:48,Approved,,,,,,,,,,,,,5/13/20,5/13/20,5/5/21 13:49,,6/21/22 15:00,6/10/22,6/12/22,0,DE,,DE - NCR (Cardtronics),ASA,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
11/15/22 16:13,12/29/22 17:26,5/30/23,Activated,11/15/22 5:00,,,11/20/22 5:00,,11/22/22 9:48,Approved,,,,,11/28/22,5/30/23,,12/12/22,,12/13/22,,,12/28/22,12/28/22,12/29/22 17:26,,,,,0,AU,AU - NCR (Cardtronics),AU - NCR (Cardtronics),AS,Location Locker/Counter,Locker Onboarding,1,5,,184,15,44.52,1,12/13/22 1:00
3/28/22 22:31,,6/7/23,Closed,8/1/21 22:00,,,8/5/21 22:00,,8/10/21 0:00,Pending Gen 3 Approval,8/10/21,,8/9/21,,,,,,,,,,,,,,,,,1,US,US - NSA,US - NSA,AS,Location Locker/Counter NA,Locker Onboarding NA,1,4,0,,,,0,
8/24/22 14:10,3/8/23 10:42,6/7/23,Closed,8/24/22 12:00,,,11/18/22 12:00,11/18/22,1/12/23 10:31,Rework,,,11/21/22,,1/13/23,,6/7/23,,,,,,,,,,,10/12/22,,0,US,US - NSA,US - NSA,AS,Location Locker/Counter NA,Locker Onboarding NA,1,86.04,-52,,,,0,
3/6/23 7:57,5/25/23 22:45,7/17/23,Closed,3/10/23 1:01,,,3/15/23 16:00,,4/18/23 6:22,Rejected,,,,,,,,,,,,,,,,,,,,0,DE,DE - BEM,DE - BEM,Gen4_46_Lockers,Location Locker/Counter,Locker Onboarding,1,5.58,,,,,0,
1/7/20 1:22,1/7/20 1:22,5/30/23,Decommissioned,,,,,,,,,,,,,,,,,,,,9/19/19,,12/18/19 16:00,,3/1/23 4:00,,,0,GB,GB - Principle Link UK  Ltd,,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
9/1/20 4:53,7/20/21 0:26,5/3/23,Closed,9/1/20 15:00,,,,,,Approved,,,,,,,,,,,,,,,,,,,,0,DE,DE - NCR (Cardtronics),,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
7/21/22 10:52,9/12/22 3:23,7/18/23,Activated,7/22/22 1:02,,,,,8/4/22 6:29,Approved,,,,,,7/18/23,,8/16/22,,,,,9/9/22,,9/12/22 3:23,,,,,0,IT,IT - Ricoh,IT - Ricoh,MMMMM,Location Locker/Counter,Locker Onboarding,1,,,345,,52.1,1,8/17/22 1:00
10/25/21 9:00,7/12/23 5:18,7/18/23,Activated,10/26/21 1:00,,,,,6/7/23 14:28,Approved,,,,,,7/18/23,,6/29/23,,,,,7/12/23,,7/12/23 5:18,,,6/2/22,5/4/23,0,IT,IT - LAB68,IT - LAB68,MMMM,Location Locker/Counter,Odin Onboarding EU,1,,,,,624.18,0,6/30/23 0:00
4/3/23 2:34,4/13/23 4:07,7/17/23,Activated,4/3/23 18:00,,,,,4/4/23 6:49,Approved,,,,,,,,4/5/23,,,,,4/13/23,,4/13/23 4:07,,,,,0,ES,ES - Self survey,ES - Ricoh,M,Location Locker/Counter,Odin Onboarding EU,1,,,,,9.42,0,4/5/23 18:00
1/20/21 0:22,4/28/21 12:04,5/30/23,Activated,1/20/21 1:02,,,,,3/23/21 8:20,Approved,,,,,,,,3/23/21,,,,,4/29/21,4/29/21,4/28/21 12:04,,,,,0,DE,DE - Tokheim,DE - Tokheim,ASA,Location Locker/Counter,Locker Onboarding,1,,,,,98.42,0,3/24/21 2:01
1/21/21 5:44,5/28/21 8:34,7/5/23,Activated,1/22/21 1:01,,,,,2/16/21 2:51,Approved,,,,,,,,5/13/21,,,,,5/28/21,,5/27/21 16:00,,,,,0,GB,GB - Ricoh UK Ltd,GB - Ricoh UK Ltd,MM,Location Locker/Counter,Locker Onboarding,1,,,,,125.58,0,
3/25/21 5:33,4/28/21 12:04,12/21/22,Activated,3/25/21 16:00,,,,,3/25/21 5:55,Approved,,,,,,,,3/25/21,4/29/21,,,,4/27/21,4/30/21,4/28/21 12:04,,,,,0,DE,,DE - NCR (Cardtronics),AS,Location Locker/Counter,Locker Onboarding,1,,,,,33.84,0,3/26/21 2:00
11/15/22 16:38,11/22/22 15:00,5/17/23,Closed,11/15/22 5:00,,,11/17/22 5:00,,11/18/22 14:21,Rejected,,,,,1/5/23,,,,,,,,,,,,,,,0,AU,AU - NCR (Cardtronics),AU - NCR (Cardtronics),,Location Locker/Counter,Locker Onboarding,1,2,,,,,0,
3/28/22 22:31,,6/7/23,Closed,8/1/21 22:00,,,8/5/21 22:00,,8/10/21 0:00,Pending Gen 3 Approval,8/10/21,,8/9/21,,,,,,,,,,,,,,,,,1,US,US - NSA,US - NSA,ASA,Location Locker/Counter NA,Locker Onboarding NA,1,4,0,,,,0,
9/30/22 9:59,10/21/22 13:44,6/7/23,Closed,9/30/22 12:00,,,10/21/22 12:00,10/21/22,10/21/22 13:44,Wasted Trip,,,,,,,,,,,,,,,,,,10/21/22,,1,CA,US - NSA,US - NSA,M,Location Locker/Counter NA,Locker Onboarding NA,1,21,,,,,0,
3/6/23 7:57,3/24/23 1:50,7/17/23,Closed,3/10/23 1:01,,,,,,,,,,,,,,,,,,,,,,,,,,0,DE,DE - BEM,DE - BEM,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
1/7/20 1:22,1/7/20 1:22,7/17/23,Activated,,,,,,,,,,,,,,,,,,,,9/19/19,,12/17/19 16:00,,,,,0,GB,GB - Principle Link UK  Ltd,,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
8/25/21 6:41,9/29/21 7:40,2/22/23,Closed,8/25/21 15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,DE,DE - NCR (Cardtronics),,,Location Locker/Counter,Locker Onboarding,1,,,,,,0,
